what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1780282725185
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1780282725185
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1780282725185
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1780282725185
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1780282725185
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1780282725185
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1780282725197
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1780282725197
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1780282725199
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1780282725201
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1780282725201
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1780282725201
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1780282725201
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1780282725201
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1780282725201
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1780282725201
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1780282725201
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1780282725201
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1780282725201
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1780282725201
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1780282725201
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1780282725201
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1780282725201
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1780282725217
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1780282725217
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1780282725217
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1780282725217
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1780282725217
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1780282725217
os,sysinfo,,,"win32",1780282725223
arch,sysinfo,,,"x86",1780282725223
ws,sysinfo,,,"win32",1780282725223
locale,sysinfo,,,"vi_VN",1780282725223
processors,sysinfo,,,"8",1780282725223
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1780282725223
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1780282725223
java.specification.name,sysinfo,,,"Java Platform API Specification",1780282725223
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1780282725223
java.specification.version,sysinfo,,,"1.6",1780282725223
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1780282725223
java.version,sysinfo,,,"1.6.0_23",1780282725223
java.vm.info,sysinfo,,,"mixed mode",1780282725223
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1780282725223
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1780282725223
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1780282725223
java.vm.specification.version,sysinfo,,,"1.0",1780282725223
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1780282725223
java.vm.version,sysinfo,,,"19.0-b09",1780282725223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282726668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282727435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282728635
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282729895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282730328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282730609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282730988
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1780282739922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282843368
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780282844936
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1780282845078
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1780282845126
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780282846905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282847346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282848247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282850378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282871066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282875316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282875675
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1780282876362
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1780282876362
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1780282876362
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1780282876378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282876425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282876486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282876504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282880334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282884494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282891323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282891674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282905271
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1780282906624
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1780282906626
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1780282906850
error,log,,,"Unable to validate connection settings.",1780282918439
error,log,,,"Unable to validate connection settings.",1780282918446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282918704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282923812
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780282928937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282930241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282933058
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1780282943488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282943818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282950557
error,log,,,"Unhandled event loop exception",1780282950606
error,log,,,"Unhandled event loop exception",1780282950610
error,log,,,"Unhandled event loop exception",1780282950610
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780282956024
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1780282956619
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1780282956642
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780282960861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282974755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282978621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282981345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282982857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282983505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282984129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282986549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282987509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282987907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282989351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282989785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282991547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282992097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282994302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282995090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282995977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780282996543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283003919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283005026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283006063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283006430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283017497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283018435
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283023911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283023925
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780283023957
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283026120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1780283027374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283027866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283032052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283032688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283034003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283034378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283035095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283037435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283046593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283046919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283047538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283047886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283114770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283115151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283116401
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780283116871
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1780283117799
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283127388
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780283128075
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283130911
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780283131508
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780283133151
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780283135427
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283137759
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780283138556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283138662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283139313
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283139936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283140129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283141439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283149932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283155703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283156580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283163562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283163829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283183304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283183679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283185109
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780283185235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283185287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283185746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1780283186269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1780283186804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1780283186823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1780283186852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1780283217323
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283228028
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780283228765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283231973
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780283232883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283234743
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283236558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283240920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283244023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283247894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283248279
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780283252045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283252519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283253232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283254839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283303683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283303740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283304699
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283314404
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780283314925
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780283318097
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283321803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283326513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283329283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283332470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283332939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283333514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283344322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283344686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283345093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283345789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283347778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283349258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283351259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283353534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283355701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283357363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283374581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283375264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283376498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283377283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283377999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283378556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283381155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283381549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283388873
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780283389417
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780283392643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283393672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283453534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283454457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283457262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283457705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283512805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283515120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283516138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283516557
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283521140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283521713
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780283521724
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780283525877
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283531261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283547748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283574778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283575627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283576530
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780283576642
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283589981
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780283590617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283590708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283591833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283592013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283594347
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1780283594394
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780283597838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283608051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283609728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283610308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283611018
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780283611574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283611834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283614732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283614994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283615816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283616197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780283621469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1780283622368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1780283622941
